Player,Position,Age,Games,GS,MP,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FG2,FG2A,FG2_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jeff Taylor,SF,23,77,29,1507,172,399,.431,53,154,.344,119,245,.486,.497,75,103,.728,51,99,150,63,47,15,48,136,472
Tyshawn Taylor,PG,22,38,0,221,32,87,.368,6,13,.462,26,74,.351,.402,15,27,.556,2,16,18,21,13,0,25,25,85
Jeff Teague,PG,24,80,78,2628,439,974,.451,89,248,.359,350,726,.482,.496,199,226,.881,25,155,180,579,117,28,230,181,1166
Marquis Teague,PG,19,48,0,392,43,113,.381,4,23,.174,39,90,.433,.398,9,16,.563,3,41,44,63,9,7,35,47,99
Mirza Teletović,PF,27,53,0,499,71,185,.384,37,108,.343,34,77,.442,.484,9,11,.818,33,62,95,23,13,8,20,53,188
Sebastian Telfair,PG,27,59,2,980,112,309,.362,53,150,.353,59,159,.371,.448,54,69,.783,13,71,84,153,37,11,64,104,331
Garrett Temple,SG,26,51,36,1156,105,258,.407,26,80,.325,79,178,.444,.457,26,37,.703,29,94,123,115,50,17,61,94,262
Jason Terry,SG,35,79,24,2124,281,648,.434,123,331,.372,158,317,.498,.529,114,131,.870,19,140,159,198,66,11,102,110,799
Hasheem Thabeet,C,25,66,4,770,64,106,.604,0,0,,64,106,.604,.604,32,53,.604,69,126,195,11,30,60,41,148,160
Isaiah Thomas,PG,23,79,62,2122,366,832,.440,115,321,.358,251,511,.491,.509,253,287,.882,29,132,161,316,67,3,140,167,1100
Kurt Thomas,PF,40,39,17,392,45,83,.542,1,1,1.000,44,82,.537,.548,6,13,.462,24,65,89,21,10,16,8,52,97
Lance Thomas,SF,24,59,9,646,53,106,.500,0,0,,53,106,.500,.500,43,59,.729,44,71,115,17,11,7,14,78,149
Malcolm Thomas,PF,24,12,0,57,5,10,.500,0,0,,5,10,.500,.500,5,8,.625,5,11,16,4,2,2,3,8,15
Tyrus Thomas,PF,26,26,2,360,48,136,.353,3,8,.375,45,128,.352,.364,26,31,.839,16,44,60,19,14,15,17,51,125
Jason Thompson,PF,26,82,81,2285,374,745,.502,0,3,.000,374,742,.504,.502,143,206,.694,172,377,549,84,48,61,101,227,891
Klay Thompson,SG,22,82,82,2936,508,1205,.422,211,526,.401,297,679,.437,.509,132,157,.841,32,274,306,183,86,45,157,237,1359
Tristan Thompson,PF,21,82,82,2564,390,799,.488,0,3,.000,390,796,.490,.488,177,291,.608,306,467,773,108,60,71,123,234,957
Marcus Thornton,SG,25,72,8,1726,332,774,.429,141,379,.372,191,395,.484,.520,111,126,.881,50,131,181,91,61,4,68,105,916
Jamaal Tinsley,PG,34,66,32,1221,86,234,.368,39,127,.307,47,107,.439,.451,18,26,.692,17,98,115,290,64,14,106,106,229
Anthony Tolliver,SF,27,62,11,963,82,216,.380,45,133,.338,37,83,.446,.484,44,51,.863,31,124,155,32,15,12,36,66,253
P.J. Tucker,SG,27,79,45,1910,210,444,.473,22,70,.314,188,374,.503,.498,64,86,.744,132,218,350,109,62,19,67,145,506
Ronny Turiaf,C,30,65,0,701,49,97,.505,0,0,,49,97,.505,.505,23,63,.365,45,107,152,35,19,35,29,80,121
Hedo Türkoğlu,SF,33,11,1,189,14,53,.264,1,24,.042,13,29,.448,.274,3,6,.500,4,22,26,23,7,1,12,11,32
Evan Turner,SF,24,82,82,2892,441,1053,.419,58,159,.365,383,894,.428,.446,154,208,.740,56,461,517,354,71,17,187,197,1094
Jeremy Tyler,C,21,21,0,68,9,24,.375,0,0,,9,24,.375,.375,4,6,.667,6,14,20,1,1,2,6,10,22
Ekpe Udoh,C,25,76,9,1312,117,269,.435,0,1,.000,117,268,.437,.435,89,119,.748,113,138,251,43,39,85,43,139,323
Beno Udrih,SG-PG,30,66,9,1457,210,476,.441,34,102,.333,176,374,.471,.477,84,103,.816,34,107,141,302,41,3,108,90,538
Jonas Valančiūnas,C,20,62,57,1482,204,366,.557,0,0,,204,366,.557,.557,146,185,.789,121,251,372,45,17,78,94,188,554
Anderson Varejão,C,30,25,25,901,138,289,.478,0,5,.000,138,284,.486,.478,77,102,.755,138,223,361,84,37,14,44,68,353
Jarvis Varnado,PF,24,13,0,58,3,7,.429,0,0,,3,7,.429,.429,2,4,.500,2,7,9,3,1,2,6,10,8
Greivis Vásquez,PG,26,78,78,2685,438,1012,.433,83,243,.342,355,769,.462,.474,124,154,.805,43,294,337,704,66,6,247,190,1083
Jan Veselý,PF,22,51,4,601,57,114,.500,0,1,.000,57,113,.504,.500,12,39,.308,43,79,122,28,15,17,27,107,126
Charlie Villanueva,PF,28,69,0,1092,175,464,.377,90,259,.347,85,205,.415,.474,27,49,.551,49,192,241,54,31,39,39,96,467
Nikola Vučević,C,22,77,77,2559,461,889,.519,0,3,.000,461,886,.520,.519,86,126,.683,273,644,917,143,61,79,141,218,1008
Dwyane Wade,SG,31,69,69,2391,569,1093,.521,17,66,.258,552,1027,.537,.528,308,425,.725,86,258,344,352,128,56,194,140,1463
Dion Waiters,SG,21,61,48,1756,336,815,.412,63,203,.310,273,612,.446,.451,159,213,.746,22,127,149,183,59,16,121,113,894
Kemba Walker,PG,22,82,82,2859,526,1244,.423,107,332,.322,419,912,.459,.466,296,371,.798,60,223,283,471,160,31,200,153,1455
John Wall,PG,22,49,42,1602,324,735,.441,12,45,.267,312,690,.452,.449,246,306,.804,35,161,196,373,65,37,157,117,906
Gerald Wallace,SF,30,69,68,2076,182,458,.397,46,163,.282,136,295,.461,.448,121,190,.637,69,250,319,181,97,46,110,118,531
Rasheed Wallace,C,38,21,0,296,55,142,.387,22,69,.319,33,73,.452,.465,14,20,.700,11,72,83,6,13,15,10,40,146
Luke Walton,PF,32,50,0,857,71,181,.392,20,67,.299,51,114,.447,.448,10,20,.500,38,107,145,166,42,13,60,98,172
Hakim Warrick,PF,30,28,14,489,67,165,.406,0,3,.000,67,162,.414,.406,60,88,.682,21,68,89,25,13,6,29,37,194
C.J. Watson,PG,28,80,8,1521,192,459,.418,88,214,.411,104,245,.424,.514,71,91,.780,38,107,145,161,66,12,69,123,543
Earl Watson,PG,33,48,4,829,37,120,.308,5,28,.179,32,92,.348,.329,17,25,.680,23,64,87,190,40,8,69,94,96
Maalik Wayns,PG,21,27,1,202,26,88,.295,7,31,.226,19,57,.333,.335,17,19,.895,1,6,7,27,6,0,15,26,76
Martell Webster,SF,26,76,62,2200,281,636,.442,139,329,.422,142,307,.463,.551,168,198,.848,53,241,294,143,49,17,90,166,869
David West,PF,32,73,73,2435,502,1009,.498,4,19,.211,498,990,.503,.500,242,315,.768,145,418,563,213,74,69,157,149,1250
Russell Westbrook,PG,24,82,82,2861,673,1535,.438,97,300,.323,576,1235,.466,.470,460,575,.800,111,317,428,607,145,24,273,189,1903
D.J. White,PF,26,12,0,86,12,23,.522,0,0,,12,23,.522,.522,5,9,.556,4,9,13,4,1,6,2,5,29
James White,SF,30,57,16,435,50,116,.431,14,41,.341,36,75,.480,.491,11,19,.579,5,43,48,29,13,4,17,44,125
Chris Wilcox,C,30,61,7,830,110,153,.719,0,1,.000,110,152,.724,.719,39,58,.672,55,125,180,22,32,28,34,125,259
Damien Wilkins,SG,33,61,21,1095,145,316,.459,17,51,.333,128,265,.483,.486,81,109,.743,32,73,105,91,37,18,49,98,388
Deron Williams,PG,28,78,78,2842,495,1124,.440,169,447,.378,326,677,.482,.516,317,369,.859,29,203,232,604,75,30,218,194,1476
Derrick Williams,PF,21,78,56,1916,338,786,.430,65,196,.332,273,590,.463,.471,192,272,.706,96,334,430,46,44,37,101,127,933
Lou Williams,SG,26,39,9,1119,187,443,.422,72,196,.367,115,247,.466,.503,105,121,.868,8,72,80,139,44,10,74,55,551
Marvin Williams,SF,26,73,51,1727,199,470,.423,54,166,.325,145,304,.477,.481,77,99,.778,55,208,263,77,37,38,60,98,529
Mo Williams,PG,30,46,46,1418,229,533,.430,59,154,.383,170,379,.449,.485,75,85,.882,24,86,110,285,46,9,125,105,592
Reggie Williams,SF,26,40,0,380,57,132,.432,22,72,.306,35,60,.583,.515,10,21,.476,8,43,51,39,12,1,19,19,146
Terrence Williams,SF,25,24,0,318,48,97,.495,5,15,.333,43,82,.524,.521,9,21,.429,4,40,44,38,11,2,22,13,110
Metta World Peace,SF,33,75,66,2530,332,824,.403,141,412,.342,191,412,.464,.488,124,169,.734,101,271,372,112,122,42,98,198,929
Brandan Wright,C,25,64,16,1149,241,404,.597,0,3,.000,241,401,.601,.597,59,96,.615,85,175,260,38,26,76,34,78,541
Chris Wright,SG,23,3,0,4,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,0,0,1,0,2
Dorell Wright,SF,27,79,8,1783,237,599,.396,135,361,.374,102,238,.429,.508,120,141,.851,42,260,302,150,62,35,64,98,729
Tony Wroten,SG,19,35,0,272,33,86,.384,4,16,.250,29,70,.414,.407,21,29,.724,13,15,28,43,8,4,29,34,91
Nick Young,SG,27,59,17,1411,224,542,.413,75,210,.357,149,332,.449,.482,105,128,.820,24,106,130,84,36,14,50,84,628
Sam Young,SG,27,56,3,693,58,148,.392,16,52,.308,42,96,.438,.446,23,43,.535,26,97,123,42,15,8,33,62,155
Thaddeus Young,PF,24,76,76,2629,509,958,.531,1,8,.125,508,950,.535,.532,108,188,.574,182,389,571,125,133,55,90,191,1127
Luke Zeller,C,25,16,0,58,9,26,.346,1,5,.200,8,21,.381,.365,0,0,,1,9,10,3,0,0,0,5,19
Tyler Zeller,C,23,77,55,2033,245,559,.438,0,4,.000,245,555,.441,.438,120,157,.764,159,279,438,96,35,70,95,251,610
